261:0:1	1.33	1	0	1	0	0.2056	0.2232	3e-06	0.9015
613:1:2	1.279	1	0	1	0	0.1706	0.1786	3e-06	0.9302
613:0:1	1.272	1	0	1	0	0.1649	0.1759	3e-06	0.9315
280:0:0	0.8264	1	0	1	0	0.03148	0.07118	3e-06	0.7237
17:0:0	0.8189	1	0	1	0	0.03873	0.08665	3e-06	0.6936
412:0:0	0.7091	0	1	0	1	0.03532	0.08559	0.04292	0.5882
502:0:1	0.7002	1	0	1	0	0.04586	0.0582	3e-06	0.5961
698:0:2	0.6806	1	0	1	0	0.03691	0.04846	2e-06	0.5952
882:0:1	0.6572	1	0	1	0	0.07343	0.08696	3e-06	0.4968
190:0:1	0.646	1	0	1	0	0.0925	0.09853	3e-06	0.455
550:0:1	0.5898	1	0	1	0	0.04819	0.05722	3e-06	0.4844
409:0:1	0.5754	1	0	1	0	0.02571	0.03574	4e-06	0.514
794:0:1	0.5227	1	0	1	0	0.02941	0.03621	3e-06	0.4571
389:0:1	0.5212	1	0	1	0	0.01932	0.02561	2e-06	0.4762
475:0:1	0.5046	2	0	2	0	0.01044	0.09803	4e-06	0.3961
